車牌,日期,路線,0:去|1:返,移動距離,開始時間,結束時間,行駛時間,點位數量
KKA-7309,20171023,綠幹線,1,34.61,20171023220041,20171023225948,0.99,60
KKA-7309,20171024,綠幹線,0,34.89,20171024061535,20171024073946,1.4,85
KKA-7309,20171024,綠幹線,1,33.78,20171024074646,20171024085042,1.07,64
KKA-7309,20171024,綠幹線,0,35.15,20171024091145,20171024102844,1.28,74
KKA-7309,20171024,綠幹線,1,34.67,20171024104643,20171024115247,1.1,67
KKA-7309,20171024,綠幹線,0,34.91,20171024121127,20171024132757,1.28,72
KKA-7309,20171024,綠幹線,1,35.5,20171024134346,20171024145632,1.21,74
KKA-7309,20171024,綠幹線,0,35.12,20171024151152,20171024163240,1.35,80
KKA-7309,20171024,綠幹線,1,35.09,20171024170052,20171024184133,1.68,102
KKA-7309,20171024,綠幹線,0,34.61,20171024184953,20171024200342,1.23,75
KKA-7309,20171024,綠幹線,1,34.68,20171024211653,20171024221744,1.01,62
KKA-7309,20171025,綠幹線,0,34.73,20171025062546,20171025075242,1.45,72
KKA-7309,20171025,綠幹線,1,34.49,20171025080348,20171025091250,1.15,59
KKA-7309,20171025,綠幹線,0,34.6,20171025092551,20171025104544,1.33,55
KKA-7309,20171025,綠幹線,1,34.86,20171025110153,20171025120644,1.08,64
KKA-7309,20171025,綠幹線,0,34.84,20171025122544,20171025134641,1.35,81
KKA-7309,20171025,綠幹線,1,34.6,20171025140042,20171025150836,1.13,69
KKA-7309,20171025,綠幹線,0,35.14,20171025152636,20171025164944,1.39,84
KKA-7309,20171025,綠幹線,1,35.17,20171025171546,20171025184851,1.55,94
KKA-7309,20171025,綠幹線,0,34.47,20171025192537,20171025204928,1.4,83
KKA-7309,20171025,綠幹線,1,34.98,20171025213038,20171025223149,1.02,61
KKA-7309,20171026,綠幹線,0,34.6,20171026055533,20171026071550,1.34,81
KKA-7309,20171026,綠幹線,1,34.55,20171026073153,20171026084654,1.25,75
KKA-7309,20171026,綠幹線,0,34.64,20171026085634,20171026101751,1.35,82
KKA-7309,20171026,綠幹線,1,35.07,20171026102943,20171026114043,1.18,72
KKA-7309,20171026,綠幹線,0,35.42,20171026115543,20171026131241,1.28,77
KKA-7309,20171026,綠幹線,1,35.04,20171026133141,20171026143726,1.1,65
KKA-7309,20171026,綠幹線,0,34.54,20171026145555,20171026161850,1.38,81
KKA-7309,20171026,綠幹線,1,34.86,20171026163130,20171026175832,1.45,87
KKA-7309,20171026,綠幹線,0,34.77,20171026181145,20171026193331,1.36,78
KKA-7309,20171026,綠幹線,1,34.72,20171026210131,20171026220341,1.04,63
KKA-7309,20171027,綠幹線,0,34.64,20171027060533,20171027073436,1.48,80
KKA-7309,20171027,綠幹線,1,34.8,20171027084656,20171027095853,1.2,70
KKA-7309,20171027,綠幹線,0,34.94,20171027114133,20171027125948,1.3,79
KKA-7309,20171027,綠幹線,1,34.87,20171027141547,20171027152253,1.12,68
KKA-7309,20171027,綠幹線,0,34.56,20171027165341,20171027182137,1.47,88
KKA-7309,20171027,綠幹線,1,33.78,20171027184643,20171027195149,1.09,65
KKA-7309,20171028,綠幹線,0,34.29,20171028151146,20171028163417,1.38,80
KKA-7309,20171028,綠幹線,1,35.18,20171028170246,20171028183932,1.61,90
KKA-7309,20171028,綠幹線,0,34.65,20171028184552,20171028201152,1.43,79
KKA-7309,20171028,綠幹線,1,34.61,20171028211640,20171028221757,1.02,62
KKA-7309,20171029,綠幹線,0,34.25,20171029065531,20171029081946,1.4,82
KKA-7309,20171029,綠幹線,1,30.83,20171029083146,20171029093910,1.12,35
KKA-7309,20171029,綠幹線,0,34.84,20171029095649,20171029111953,1.38,84
KKA-7309,20171029,綠幹線,1,34.06,20171029124744,20171029135847,1.18,64
KKA-7309,20171029,綠幹線,0,34.97,20171029155727,20171029172145,1.41,81
KKA-7309,20171029,綠幹線,1,34.88,20171029174546,20171029190056,1.25,75
KKA-7309,20171030,綠幹線,0,34.54,20171030064052,20171030080615,1.42,87
KKA-7309,20171030,綠幹線,1,34.39,20171030081452,20171030092852,1.23,73
KKA-7309,20171030,綠幹線,0,35.09,20171030094132,20171030110241,1.35,82
KKA-7309,20171030,綠幹線,1,34.58,20171030113047,20171030124328,1.21,72
KKA-7309,20171030,綠幹線,0,34.6,20171030125648,20171030141634,1.33,80
KKA-7309,20171030,綠幹線,1,34.43,20171030143135,20171030154244,1.19,71
KKA-7309,20171030,綠幹線,0,34.67,20171030162844,20171030175256,1.4,83
KKA-7309,20171030,綠幹線,1,34.66,20171030180236,20171030191641,1.23,75
KKA-7309,20171030,綠幹線,0,34.53,20171030195641,20171030211240,1.27,77
KKA-7309,20171030,綠幹線,1,33.51,20171030220159,20171030225536,0.89,55
088-U9,20171017,紅幹線,1,24.93,20171017062057,20171017074849,1.46,83
088-U9,20171017,紅幹線,0,24.41,20171017080149,20171017092338,1.36,83
088-U9,20171017,紅幹線,1,24.84,20171017095038,20171017111442,1.4,80
088-U9,20171017,紅幹線,0,24.25,20171017113143,20171017124535,1.23,69
088-U9,20171017,紅幹線,1,23.91,20171017125135,20171017135552,1.07,58
088-U9,20171017,紅幹線,0,20.88,20171017150146,20171017161935,1.3,65
088-U9,20171018,紅13,0,11.67,20171018053047,20171018054953,0.32,18
088-U9,20171018,紅13,1,11.46,20171018055544,20171018061741,0.37,18
088-U9,20171018,紅幹線,1,17.68,20171018064759,20171018080029,1.21,19
088-U9,20171018,紅幹線,0,24.39,20171018123049,20171018134530,1.24,76
088-U9,20171018,紅幹線,1,24.86,20171018142542,20171018154053,1.25,76
088-U9,20171018,紅幹線,0,21.93,20171018164638,20171018181946,1.55,83
088-U9,20171018,紅幹線,1,21.88,20171018183046,20171018194650,1.27,76
088-U9,20171018,紅幹線,0,22.16,20171018210043,20171018221335,1.21,74
088-U9,20171021,紅12,0,13.24,20171021060037,20171021062836,0.47,29
088-U9,20171021,紅12,1,11.61,20171021063241,20171021065654,0.4,25
088-U9,20171021,紅11,0,11.1,20171021070544,20171021073040,0.42,26
088-U9,20171021,紅11,1,11.31,20171021075540,20171021081910,0.39,25
088-U9,20171021,紅11,0,11.57,20171021082530,20171021085240,0.45,28
088-U9,20171021,紅11,1,11.9,20171021091540,20171021094348,0.47,29
088-U9,20171021,紅11,0,11.84,20171021094550,20171021102034,0.58,36
088-U9,20171021,紅11,1,11.2,20171021103548,20171021110137,0.43,27
088-U9,20171021,紅11,0,11.26,20171021110637,20171021113237,0.43,27
088-U9,20171021,紅11,1,11.64,20171021115520,20171021121942,0.41,24
088-U9,20171021,紅11,0,11.87,20171021130042,20171021132351,0.39,24
088-U9,20171021,紅11,1,11.63,20171021135033,20171021141821,0.46,24
088-U9,20171021,紅11,0,3.34,20171021155141,20171021155741,0.1,7
088-U9,20171021,紅11,1,11.64,20171021162041,20171021164850,0.47,29
088-U9,20171021,紅12,0,13.12,20171021173030,20171021175755,0.46,28
088-U9,20171021,紅12,1,11.77,20171021180754,20171021183042,0.38,24
088-U9,20171022,紅幹線,1,24.88,20171022065144,20171022075645,1.08,57
088-U9,20171022,紅幹線,0,24.28,20171022083136,20171022094448,1.22,74
088-U9,20171022,紅幹線,1,24.61,20171022102557,20171022115348,1.46,89
088-U9,20171022,紅幹線,0,24.94,20171022173140,20171022191044,1.65,100
088-U9,20171022,紅幹線,1,24.96,20171022192552,20171022204047,1.25,76
088-U9,20171022,紅幹線,0,24.58,20171022213038,20171022223835,1.13,69
088-U9,20171023,紅3,1,33.62,20171023104143,20171023121448,1.55,85
088-U9,20171023,紅2,0,20.6,20171023122648,20171023132337,0.95,58
088-U9,20171023,紅11,0,11.33,20171023142037,20171023144534,0.42,26
088-U9,20171023,紅11,1,11.6,20171023150051,20171023152654,0.43,27
088-U9,20171023,紅幹線,1,21.86,20171023173039,20171023184247,1.2,59
088-U9,20171023,紅幹線,0,22.2,20171023193036,20171023203841,1.13,68
088-U9,20171023,紅幹線,1,21.89,20171023204549,20171023214736,1.03,63
088-U9,20171023,紅幹線,0,22.15,20171023220036,20171023230057,1.01,61
088-U9,20171024,紅12,0,12.38,20171024124534,20171024130754,0.37,24
088-U9,20171024,紅12,1,11.34,20171024131242,20171024133536,0.38,20
088-U9,20171024,紅2,1,20.87,20171024134641,20171024144033,0.9,55
088-U9,20171024,紅4,0,14.61,20171024154632,20171024163742,0.85,52
088-U9,20171024,紅4,1,14.73,20171024165642,20171024180239,1.1,67
088-U9,20171024,紅1,0,19.08,20171024181144,20171024191244,1.02,62
088-U9,20171024,紅14,0,16.13,20171024193044,20171024200839,0.63,39
088-U9,20171024,紅14,1,15.94,20171024201039,20171024204533,0.58,30
088-U9,20171025,紅13,0,12.43,20171025055054,20171025061145,0.35,22
088-U9,20171025,紅13,1,0.14,20171025063941,20171025064041,0.02,2
088-U9,20171025,紅14,0,16.48,20171025064343,20171025073350,0.84,51
088-U9,20171025,紅14,1,16.05,20171025073550,20171025081430,0.64,39
088-U9,20171025,紅14,0,7.68,20171025095350,20171025101553,0.37,22
088-U9,20171025,紅14,1,16.01,20171025101933,20171025105740,0.64,39
088-U9,20171025,紅3,1,34.5,20171025163550,20171025182431,1.81,110
088-U9,20171025,紅3,0,33.36,20171025183141,20171025200710,1.59,97
088-U9,20171025,紅3,1,25.69,20171025203058,20171025213145,1.01,62
088-U9,20171025,紅3,0,24.25,20171025213345,20171025222943,0.93,57
088-U9,20171027,紅幹線,1,25.05,20171027065053,20171027081654,1.43,85
088-U9,20171027,紅幹線,0,24.82,20171027083145,20171027095955,1.47,86
088-U9,20171027,紅幹線,1,24.25,20171027102655,20171027120041,1.56,95
088-U9,20171027,紅幹線,0,25.13,20171027173139,20171027192245,1.85,111
088-U9,20171027,紅幹線,1,24.71,20171027192544,20171027210055,1.59,94
088-U9,20171027,紅幹線,0,24.44,20171027213243,20171027224548,1.22,73
088-U9,20171028,紅2,1,22.05,20171028060138,20171028070152,1,61
088-U9,20171028,紅2,0,22.11,20171028071051,20171028081230,1.03,63
088-U9,20171028,紅2,1,20.16,20171028081647,20171028091642,1,55
088-U9,20171028,紅2,0,20.8,20171028092542,20171028102539,1,60
088-U9,20171028,紅14,0,15.95,20171028113645,20171028121631,0.66,40
088-U9,20171028,紅14,1,16.2,20171028121840,20171028125543,0.62,38
088-U9,20171028,紅14,0,15.94,20171028134147,20171028141934,0.63,39
088-U9,20171028,紅14,1,15.98,20171028142134,20171028150151,0.67,41
088-U9,20171029,紅1,1,18.36,20171029061036,20171029065336,0.72,44
088-U9,20171029,紅4,0,14.44,20171029072036,20171029080204,0.69,43
088-U9,20171029,紅4,1,10.84,20171029083644,20171029092446,0.8,15
088-U9,20171029,紅4,0,14.15,20171029144751,20171029153850,0.85,50
088-U9,20171029,紅4,1,15.05,20171029155638,20171029165139,0.92,53
088-U9,20171029,紅2,0,20.54,20171029174139,20171029185153,1.17,70
088-U9,20171029,紅2,1,20.57,20171029190152,20171029200848,1.12,68
088-U9,20171029,紅2,0,20.18,20171029212742,20171029222944,1.03,62
088-U9,20171030,紅幹線,1,21.72,20171030061054,20171030072339,1.21,72
088-U9,20171030,紅幹線,0,24.4,20171030093044,20171030104333,1.21,74
088-U9,20171030,紅幹線,1,24.82,20171030112533,20171030124133,1.27,75
088-U9,20171030,紅幹線,0,24.37,20171030133053,20171030144451,1.23,75
088-U9,20171030,紅幹線,1,24.77,20171030152631,20171030164849,1.37,82
088-U9,20171030,紅幹線,0,21.95,20171030171550,20171030184945,1.57,95
092-U9,20171017,紅10,0,22.64,20171017062058,20171017073246,1.2,67
092-U9,20171017,紅10,1,22.35,20171017074045,20171017083949,0.98,60
092-U9,20171017,紅10,0,23.24,20171017090130,20171017101042,1.15,70
092-U9,20171017,紅10,1,22.84,20171017101929,20171017111437,0.92,51
092-U9,20171017,紅幹線,1,21.17,20171017160148,20171017170752,1.1,59
092-U9,20171017,紅幹線,0,21.65,20171017175543,20171017191436,1.31,63
092-U9,20171017,紅3,1,31.89,20171017194154,20171017210539,1.4,72
092-U9,20171017,紅1,0,17.53,20171017214559,20171017222946,0.73,37
092-U9,20171018,紅幹線,1,23.32,20171018062048,20171018073650,1.27,22
092-U9,20171018,紅幹線,0,21.39,20171018080749,20171018090749,1,18
092-U9,20171018,紅幹線,1,24.8,20171018095014,20171018105843,1.14,62
092-U9,20171018,紅幹線,0,24.58,20171018113038,20171018124446,1.24,75
092-U9,20171018,紅幹線,1,24.83,20171018125040,20171018135249,1.04,63
092-U9,20171018,紅幹線,0,21.93,20171018145959,20171018160243,1.05,64
092-U9,20171019,紅13,0,11.8,20171019053039,20171019054648,0.27,17
092-U9,20171019,紅13,1,12.21,20171019055547,20171019061637,0.35,22
092-U9,20171019,紅幹線,1,21.87,20171019064041,20171019075141,1.18,72
092-U9,20171019,紅幹線,0,24.15,20171019123142,20171019134151,1.17,71
092-U9,20171019,紅幹線,1,24.57,20171019142551,20171019153152,1.1,66
092-U9,20171019,紅幹線,0,22.06,20171019164553,20171019181334,1.46,89
092-U9,20171019,紅幹線,1,20.88,20171019183044,20171019193636,1.1,57
092-U9,20171019,紅幹線,0,21.42,20171019210132,20171019220743,1.1,67
092-U9,20171022,紅12,0,13.05,20171022060048,20171022062842,0.47,29
092-U9,20171022,紅12,1,11.53,20171022063245,20171022065759,0.42,26
092-U9,20171022,紅11,0,11.3,20171022070540,20171022072753,0.37,23
092-U9,20171022,紅11,1,11.47,20171022075353,20171022081750,0.4,24
092-U9,20171022,紅11,0,10.97,20171022082650,20171022084937,0.38,24
092-U9,20171022,紅11,1,11.52,20171022091357,20171022093944,0.43,26
092-U9,20171022,紅11,0,11.26,20171022094634,20171022101151,0.42,26
092-U9,20171022,紅11,1,11.58,20171022103351,20171022105841,0.41,26
092-U9,20171022,紅11,0,11.14,20171022110641,20171022112838,0.37,23
092-U9,20171022,紅11,1,11.64,20171022115353,20171022121948,0.43,27
092-U9,20171022,紅11,0,11.16,20171022130148,20171022132451,0.38,24
092-U9,20171022,紅11,1,11.72,20171022134746,20171022141050,0.38,21
092-U9,20171022,紅11,0,11.08,20171022153037,20171022155646,0.44,26
092-U9,20171022,紅11,1,11.78,20171022161846,20171022164455,0.44,26
092-U9,20171022,紅12,0,13.46,20171022173034,20171022175433,0.4,25
092-U9,20171022,紅12,1,11.72,20171022180733,20171022182634,0.32,20
092-U9,20171023,紅幹線,1,24.79,20171023065151,20171023080346,1.2,73
092-U9,20171023,紅幹線,0,24.57,20171023083031,20171023094034,1.17,64
092-U9,20171023,紅幹線,1,24.31,20171023102542,20171023113222,1.11,63
092-U9,20171023,紅幹線,0,24.26,20171023173143,20171023185048,1.32,78
092-U9,20171023,紅幹線,1,24.29,20171023192548,20171023203734,1.2,72
092-U9,20171023,紅幹線,0,23.96,20171023213154,20171023222631,0.91,56
092-U9,20171024,紅3,1,34.16,20171024104143,20171024120237,1.35,82
092-U9,20171024,紅2,0,20.62,20171024122557,20171024131543,0.83,52
092-U9,20171024,紅11,0,11.77,20171024142029,20171024144651,0.44,27
092-U9,20171024,紅11,1,11.48,20171024145543,20171024152336,0.46,29
092-U9,20171024,紅幹線,1,21.88,20171024173036,20171024184841,1.3,70
092-U9,20171024,紅幹線,0,21.86,20171024193043,20171024203349,1.05,59
092-U9,20171024,紅幹線,1,21.89,20171024204532,20171024214328,0.97,58
092-U9,20171024,紅幹線,0,21.96,20171024220048,20171024225757,0.95,58
092-U9,20171025,紅12,0,13.02,20171025124651,20171025130930,0.38,24
092-U9,20171025,紅12,1,11.34,20171025131245,20171025132839,0.27,17
092-U9,20171025,紅2,1,20.53,20171025134629,20171025143852,0.87,53
092-U9,20171025,紅4,0,15.12,20171025154552,20171025162845,0.71,44
092-U9,20171025,紅4,1,15.09,20171025165559,20171025180933,1.23,75
092-U9,20171025,紅1,0,18.44,20171025181737,20171025191433,0.95,58
092-U9,20171025,紅14,0,16.18,20171025193034,20171025200701,0.61,38
092-U9,20171025,紅14,1,16.1,20171025201021,20171025204253,0.54,33
092-U9,20171026,紅13,0,12.51,20171026055055,20171026060845,0.3,19
092-U9,20171026,紅13,1,11.94,20171026061552,20171026063634,0.35,22
092-U9,20171026,紅14,0,15.89,20171026064158,20171026072534,0.73,45
092-U9,20171026,紅14,1,16.17,20171026072746,20171026080548,0.63,39
092-U9,20171026,紅14,0,16.18,20171026093554,20171026101253,0.62,38
092-U9,20171026,紅14,1,15.39,20171026101632,20171026104741,0.52,32
092-U9,20171026,紅3,1,34.35,20171026163641,20171026182230,1.76,106
092-U9,20171026,紅3,0,33.72,20171026182751,20171026195332,1.43,82
092-U9,20171026,紅3,1,25.51,20171026203048,20171026212331,0.88,54
092-U9,20171026,紅3,0,24.13,20171026213034,20171026221321,0.71,44
092-U9,20171028,紅1,1,17.91,20171028061136,20171028065444,0.72,44
092-U9,20171028,紅4,0,15.03,20171028072044,20171028080452,0.74,45
092-U9,20171028,紅4,1,14.76,20171028083641,20171028092636,0.83,51
092-U9,20171028,紅4,0,14.53,20171028144636,20171028153445,0.8,49
092-U9,20171028,紅4,1,14.45,20171028155643,20171028165132,0.91,54
092-U9,20171028,紅2,0,21.28,20171028174141,20171028184832,1.11,68
092-U9,20171028,紅2,1,19.31,20171028190952,20171028200838,0.98,59
092-U9,20171028,紅2,0,20.72,20171028212647,20171028222849,1.03,63
092-U9,20171029,紅3,1,34.99,20171029104123,20171029121345,1.54,88
092-U9,20171029,紅2,0,20.33,20171029122639,20171029131744,0.85,50
092-U9,20171029,紅11,0,11,20171029142041,20171029144609,0.42,25
092-U9,20171029,紅11,1,11.6,20171029145609,20171029152346,0.46,27
092-U9,20171029,紅幹線,1,20.68,20171029173145,20171029183558,1.07,55
092-U9,20171029,紅幹線,0,21.23,20171029193146,20171029204254,1.19,68
092-U9,20171029,紅幹線,1,21.56,20171029205031,20171029215538,1.09,65
092-U9,20171029,紅幹線,0,21.72,20171029220038,20171029230047,1,61
171-FX,20171017,3,0,40.9,20171017062047,20171017153330,9.21,114
171-FX,20171017,3,1,13.58,20171017153458,20171017163527,1.01,52
171-FX,20171017,3,0,17.55,20171017165644,20171017181944,1.38,61
171-FX,20171017,3,1,15.39,20171017182936,20171017193358,1.07,52
171-FX,20171017,3,0,14.46,20171017200349,20171017211646,1.22,62
171-FX,20171017,3,1,13.54,20171017211747,20171017221702,0.99,50
171-FX,20171018,11,1,57.92,20171018061045,20171018102442,4.23,89
171-FX,20171018,11,0,22.88,20171018152343,20171018163946,1.27,74
171-FX,20171018,11,1,22.31,20171018170046,20171018181844,1.3,75
171-FX,20171018,11,0,23.41,20171018184550,20171018195853,1.22,73
171-FX,20171018,11,1,22.14,20171018201654,20171018212230,1.09,63
171-FX,20171020,3,0,21.05,20171020022634,20171020071736,4.85,52
171-FX,20171020,3,1,0,20171020075025,20171020075025,0,1
171-FX,20171020,3,0,16.14,20171020141947,20171020153826,1.31,79
171-FX,20171020,3,1,13.2,20171020153947,20171020163230,0.88,54
171-FX,20171020,3,0,19.29,20171020165546,20171020182238,1.45,87
171-FX,20171020,3,1,16.16,20171020182948,20171020194254,1.22,74
171-FX,20171020,3,0,15.07,20171020195940,20171020205743,0.97,59
171-FX,20171020,3,1,14.08,20171020211742,20171020221951,1.04,63
171-FX,20171021,3,0,3.81,20171021062945,20171021063744,0.13,9
171-FX,20171021,3,1,16.25,20171021064456,20171021074057,0.93,57
171-FX,20171021,3,0,41.52,20171021082947,20171021153040,7.01,136
171-FX,20171021,3,1,10.96,20171021155143,20171021164851,0.95,58
171-FX,20171021,3,0,19.46,20171021165748,20171021183016,1.54,90
171-FX,20171021,3,1,15.86,20171021183138,20171021193050,0.99,60
171-FX,20171022,3,0,4.03,20171022062945,20171022064929,0.33,13
171-FX,20171022,3,1,16.12,20171022065032,20171022074442,0.9,55
171-FX,20171022,3,0,41.65,20171022082955,20171022153444,7.08,135
171-FX,20171022,3,1,13.94,20171022153644,20171022163253,0.94,55
171-FX,20171022,3,0,19.33,20171022165450,20171022181746,1.38,84
171-FX,20171022,3,1,13.32,20171022183642,20171022193550,0.99,60
171-FX,20171023,3,0,41.22,20171023062050,20171023153442,9.23,135
171-FX,20171023,3,1,12.33,20171023153644,20171023162813,0.86,52
171-FX,20171023,3,0,17.53,20171023165442,20171023181333,1.31,78
171-FX,20171023,3,1,16.47,20171023182932,20171023200245,1.55,65
171-FX,20171023,3,0,15.21,20171023200347,20171023211529,1.2,72
171-FX,20171023,3,1,14.36,20171023211631,20171023221242,0.94,57
171-FX,20171024,3,0,40.94,20171024062134,20171024152144,9,113
171-FX,20171024,3,1,15,20171024153433,20171024165441,1.34,65
171-FX,20171024,3,0,19.5,20171024165642,20171024182154,1.42,86
171-FX,20171024,3,1,16.72,20171024182938,20171024200052,1.52,60
171-FX,20171024,3,0,15.07,20171024200142,20171024210127,1,55
171-FX,20171024,3,1,14.62,20171024211653,20171024221231,0.93,57
171-FX,20171025,3,0,39.86,20171025061950,20171025151648,8.95,107
171-FX,20171025,3,1,13.69,20171025153535,20171025162837,0.88,54
171-FX,20171025,3,0,19.26,20171025165443,20171025182145,1.45,88
171-FX,20171025,3,1,15.92,20171025183051,20171025192935,0.98,60
171-FX,20171025,3,0,15.02,20171025200052,20171025210145,1.01,59
171-FX,20171025,3,1,14.66,20171025211751,20171025221647,0.98,60
171-FX,20171026,3,0,35.02,20171026062135,20171026151849,8.95,83
171-FX,20171026,3,1,14.12,20171026153448,20171026163234,0.96,58
171-FX,20171026,3,0,19.23,20171026165619,20171026181737,1.36,81
171-FX,20171026,3,1,15.83,20171026182923,20171026193731,1.14,64
171-FX,20171026,3,0,14.84,20171026200142,20171026211635,1.25,75
171-FX,20171026,3,1,14.38,20171026211737,20171026221434,0.95,58
171-FX,20171027,3,0,37.85,20171027062352,20171027153320,9.16,113
171-FX,20171027,3,1,12.69,20171027154248,20171027163739,0.91,56
171-FX,20171027,3,0,19.38,20171027165530,20171027182734,1.53,92
171-FX,20171027,3,1,16.22,20171027183138,20171027194440,1.22,73
171-FX,20171027,3,0,14.67,20171027200348,20171027211457,1.19,72
171-FX,20171027,3,1,13.42,20171027211741,20171027222231,1.08,61
171-FX,20171028,3,0,5.2,20171028061537,20171028063745,0.37,12
171-FX,20171028,3,1,10.32,20171028070852,20171028073951,0.52,32
171-FX,20171028,3,0,41.49,20171028083041,20171028152146,6.85,129
171-FX,20171028,3,1,13.96,20171028153633,20171028163239,0.94,55
171-FX,20171028,3,0,18.9,20171028165645,20171028181746,1.35,82
171-FX,20171028,3,1,15.85,20171028183123,20171028193349,1.04,55
171-FX,20171029,0左,1,0.76,20171029061950,20171029062233,0.05,4
171-FX,20171029,0右,0,25.76,20171029062343,20171029081247,1.82,73
171-FX,20171029,99,1,0,20171029081550,20171029081550,0,1
171-FX,20171029,99,0,14.76,20171029091952,20171029100246,0.72,41
171-FX,20171029,99,1,14.07,20171029101734,20171029105837,0.68,42
171-FX,20171029,99,0,14.86,20171029121736,20171029130838,0.85,50
171-FX,20171029,99,1,14.16,20171029131636,20171029140041,0.73,38
171-FX,20171029,99,0,1.52,20171029150758,20171029151817,0.17,12
171-FX,20171029,99,1,1.68,20171029152345,20171029153141,0.13,7
171-FX,20171029,99,0,10.52,20171029154333,20171029161634,0.55,34
171-FX,20171029,99,1,14.1,20171029162635,20171029172040,0.9,53
171-FX,20171029,20,0,0,20171029185947,20171029185947,0,1
171-FX,20171029,20,1,7.37,20171029190048,20171029193025,0.49,31
171-FX,20171029,20,0,17.14,20171029193147,20171029202808,0.94,54
171-FX,20171029,20,1,24.26,20171029205240,20171029215539,1.05,63
171-FX,20171030,3,0,39.42,20171030062232,20171030153335,9.18,123
171-FX,20171030,3,1,14.07,20171030153557,20171030162939,0.9,55
171-FX,20171030,3,0,17.33,20171030165550,20171030181632,1.35,79
171-FX,20171030,3,1,16.05,20171030183141,20171030193734,1.1,67
171-FX,20171030,3,0,14.47,20171030200150,20171030210332,1.03,63
171-FX,20171030,3,1,13.89,20171030211949,20171030221450,0.92,54
363-FT,20171017,9,1,10.12,20171017062048,20171017064837,0.46,23
363-FT,20171017,9,0,10.23,20171017070432,20171017073544,0.52,32
363-FT,20171017,9,1,10.33,20171017080149,20171017082706,0.42,27
363-FT,20171017,9,0,10.37,20171017084253,20171017090954,0.45,28
363-FT,20171017,9,1,10.28,20171017093057,20171017100039,0.5,31
363-FT,20171017,9,0,9.94,20171017113438,20171017115953,0.42,26
363-FT,20171017,9,1,9.86,20171017120150,20171017122546,0.4,25
363-FT,20171017,0右,0,13.01,20171017133024,20171017141548,0.76,35
363-FT,20171017,9,0,10.41,20171017143248,20171017150049,0.47,27
363-FT,20171017,9,1,9.59,20171017150251,20171017152851,0.43,22
363-FT,20171017,9,0,9.71,20171017163353,20171017170407,0.5,28
363-FT,20171017,9,1,9.73,20171017171102,20171017174148,0.51,18
363-FT,20171017,9,0,10.03,20171017180251,20171017183747,0.58,29
363-FT,20171017,9,1,10.09,20171017185141,20171017191839,0.45,23
363-FT,20171017,0右,0,12.43,20171017193045,20171017201858,0.8,39
363-FT,20171018,10,1,18.03,20171018061338,20171018071239,0.98,20
363-FT,20171018,10,0,18.54,20171018072649,20171018082434,0.96,22
363-FT,20171018,10,1,17.36,20171018085830,20171018095928,1.02,27
363-FT,20171018,10,0,24.12,20171018110045,20171018120240,1.03,63
363-FT,20171018,10,1,23.48,20171018123252,20171018132951,0.95,58
363-FT,20171018,10,0,24.05,20171018143142,20171018153440,1.05,64
363-FT,20171018,10,1,23.83,20171018160039,20171018170936,1.15,67
363-FT,20171019,10,0,24.2,20171019061138,20171019071351,1.04,63
363-FT,20171019,10,1,23.8,20171019071842,20171019082348,1.09,66
363-FT,20171019,0右,0,27.13,20171019100430,20171019125545,2.85,104
363-FT,20171019,0左,1,2.12,20171019131051,20171019131643,0.1,7
363-FT,20171019,0左,0,0.4,20171019131737,20171019131838,0.02,2
363-FT,20171019,0左,1,2.38,20171019131938,20171019132645,0.12,8
363-FT,20171019,0左,0,0.29,20171019132746,20171019132846,0.02,2
363-FT,20171019,0左,1,1.3,20171019132947,20171019133250,0.05,4
363-FT,20171019,0左,0,0,20171019133351,20171019133351,0,1
363-FT,20171019,0左,1,3.58,20171019133439,20171019134358,0.16,10
363-FT,20171019,0左,0,0,20171019134459,20171019134459,0,1
363-FT,20171019,0左,1,0.84,20171019134539,20171019134747,0.04,3
363-FT,20171019,0左,0,0,20171019134841,20171019134841,0,1
363-FT,20171019,10,0,24.02,20171019160041,20171019171154,1.19,72
363-FT,20171019,10,1,23.94,20171019171458,20171019182539,1.18,72
363-FT,20171019,10,0,22.13,20171019183446,20171019194146,1.12,56
363-FT,20171019,10,1,22.84,20171019201349,20171019211442,1.01,59
363-FT,20171020,9,1,10.14,20171020062035,20171020064432,0.4,25
363-FT,20171020,9,0,9.95,20171020070147,20171020073341,0.53,33
363-FT,20171020,9,1,10.33,20171020080127,20171020083347,0.54,33
363-FT,20171020,9,0,10.42,20171020084233,20171020090639,0.4,25
363-FT,20171020,9,1,11.26,20171020093041,20171020112848,1.97,29
363-FT,20171020,9,0,10.35,20171020113053,20171020120550,0.58,36
363-FT,20171020,9,1,10.83,20171020120741,20171020124235,0.58,36
363-FT,20171020,0右,0,13.65,20171020132947,20171020142216,0.87,53
363-FT,20171020,9,0,10.17,20171020143051,20171020145630,0.43,27
363-FT,20171020,9,1,10.72,20171020150043,20171020162646,1.43,28
363-FT,20171020,9,0,4.28,20171020163152,20171020164822,0.28,18
363-FT,20171020,9,1,6.36,20171020171844,20171020174131,0.38,23
363-FT,20171020,9,0,9.9,20171020180544,20171020183640,0.52,32
363-FT,20171020,9,1,10.31,20171020185258,20171020192745,0.58,36
363-FT,20171020,0右,0,13.43,20171020192947,20171020202234,0.88,54
363-FT,20171021,10,1,23.76,20171021061139,20171021071645,1.09,66
